"filename", "language", "Properties", "JavaScript", "JavaScript JSX", "CSS", "JSON", "Markdown", "Prisma", "HTML", "XML", "JSON with Comments", "comment", "blank", "total"
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\components\last-banner\last-banner.jsx", "JavaScript JSX", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 8, 25
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\components\learners-students\learners-students.jsx", "JavaScript JSX", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 3, 49
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\components\logo-banner\logo-banner.jsx", "JavaScript JSX", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 4, 32
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\components\main-section\main-section.css", "CSS", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 5, 15
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\components\main-section\main-section.jsx", "JavaScript JSX", 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 1, 7, 72
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\components\other\Stepper\index.jsx", "JavaScript JSX", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 4, 41
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\components\other\Stepper\styles.module.css", "CSS", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 4, 41
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\components\other\generalTopPageBanner\index.jsx", "JavaScript JSX", 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 4, 21, 109
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\components\other\loading\index.jsx", "JavaScript JSX", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 3, 25
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\components\other\navbar\index.jsx", "JavaScript JSX", 0, 0, 165, 0, 0, 0, 0, 0, 0, 0, 34, 47, 246
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\components\other\notification\index.jsx", "JavaScript JSX", 0, 0, 150, 0, 0, 0, 0, 0, 0, 0, 15, 23, 188
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\components\other\notification\styles.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\components\other\popup\index.jsx", "JavaScript JSX", 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 16, 75
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\components\other\sidebarButton\index.jsx", "JavaScript JSX", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 2, 11, 43
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\components\other\sidebarButton\styles.module.css", "CSS", 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 7, 46
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\components\other\slider\index.jsx", "JavaScript JSX", 0, 0, 334, 0, 0, 0, 0, 0, 0, 0, 62, 67, 463
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\components\other\timeCountDown\index.jsx", "JavaScript JSX", 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 5, 18, 134
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\components\top-class-courses\top-class-courses.jsx", "JavaScript JSX", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 2, 28
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\components\top-class-courses\top-courses-card.jsx", "JavaScript JSX", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 1, 2, 37
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\components\top-class-courses\top-courses.css", "CSS", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\components\video-section\video-section.css", "CSS", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 6, 18
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\components\video-section\video-section.jsx", "JavaScript JSX", 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 6, 91
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\containers\auth\forgotPassword\index.jsx", "JavaScript JSX", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\containers\auth\login\admin\index.jsx", "JavaScript JSX", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\containers\auth\login\index.jsx", "JavaScript JSX", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\containers\auth\login\student\index.jsx", "JavaScript JSX", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\containers\auth\login\teacher\index.jsx", "JavaScript JSX", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\containers\auth\register\index.jsx", "JavaScript JSX", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\containers\auth\register\student\index.jsx", "JavaScript JSX", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\containers\auth\register\teacher\index.jsx", "JavaScript JSX", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 5, 15
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\containers\auth\resetPassword\index.jsx", "JavaScript JSX", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 2, 16, 49
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\containers\auth\sendVerifyEmail\index.jsx", "JavaScript JSX", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 11, 18
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\containers\auth\verifyEmail\index.jsx", "JavaScript JSX", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 8, 11, 52
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\containers\home\index.jsx", "JavaScript JSX", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 10, 7, 53
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\containers\notification\index.jsx", "JavaScript JSX", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\functions\auth\decryptPassword.jsx", "JavaScript JSX", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\functions\auth\encryptPassword.jsx", "JavaScript JSX", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 6, 18
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\functions\auth\forgotPassword\index.jsx", "JavaScript JSX", 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 10, 10, 73
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\functions\auth\login\index.jsx", "JavaScript JSX", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 3, 14, 45
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\functions\auth\register\index.jsx", "JavaScript JSX", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 17, 15, 64
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\functions\auth\resetPassword\index.jsx", "JavaScript JSX", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 4, 12, 62
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\functions\auth\sendVerifyEmail\index.jsx", "JavaScript JSX", 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 19, 66
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\functions\auth\verifyEmail\index.jsx", "JavaScript JSX", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 6, 17, 66
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\functions\other\calculateTime\index.jsx", "JavaScript JSX", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 4, 6, 40
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\functions\other\mailStringCheck\index.jsx", "JavaScript JSX", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 4, 5, 23
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\functions\other\rateLimitPageConfig\index.jsx", "JavaScript JSX", 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 14, 21, 130
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\functions\other\rateLimit\index.jsx", "JavaScript JSX", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 4, 14, 46
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\functions\other\regularCheckSystemData\cookieTimeUpdate\index.jsx", "JavaScript JSX", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 16, 17, 69
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\functions\other\regularCheckSystemData\dataUpdateChecker\dataUpdateConfig.jsx", "JavaScript JSX", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 2, 7, 22
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\functions\other\regularCheckSystemData\dataUpdateChecker\index.jsx", "JavaScript JSX", 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 23, 24, 106
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\functions\other\regularCheckSystemData\databaseWhenUpdate\index.jsx", "JavaScript JSX", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 3, 13, 42
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\functions\other\regularCheckSystemData\newSystemDataProcess\index.jsx", "JavaScript JSX", 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 22, 62, 188
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\functions\other\secondCountDown\index.jsx", "JavaScript JSX", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\functions\other\timeNow\index.jsx", "JavaScript JSX", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\jsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 1, 9
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\lib\prisma\index.js", "JavaScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\lib\table\useAuth.js", "JavaScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\lib\table\useMediaQuery.jsx", "JavaScript JSX", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 1, 7, 26
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\lib\table\utils.js", "JavaScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\middleware.js", "JavaScript", 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 23, 24, 135
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\mocks\allSchool.json", "JSON", 0, 0, 0, 0, 370687, 0, 0, 0, 0, 0, 0, 0, 370687
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\mocks\cities.json", "JSON", 0, 0, 0, 0, 1614, 0, 0, 0, 0, 0, 0, 0, 1614
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\mocks\menuItems.js", "JavaScript", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\next.config.js", "JavaScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 18
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\package-lock.json", "JSON", 0, 0, 0, 0, 9926, 0, 0, 0, 0, 0, 0, 1, 9927
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\package.json", "JSON", 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 1, 84
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\pages\api\auth\[...nextauth].jsx", "JavaScript JSX", 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 10, 21, 108
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\pages\api\auth\forgotPassword\index.jsx", "JavaScript JSX", 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 2, 15, 89
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\pages\api\auth\login\index.jsx", "JavaScript JSX", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 1, 10, 42
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\pages\api\auth\register\index.jsx", "JavaScript JSX", 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 4, 26, 132
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\pages\api\auth\resetPassword\index.jsx", "JavaScript JSX", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 3, 12, 69
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\pages\api\auth\sendVerifyEmail\index.jsx", "JavaScript JSX", 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 15, 80
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\pages\api\auth\verifyEmail\index.jsx", "JavaScript JSX", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 2, 15, 54
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\pages\api\dashboard\admin\generalTopPageBanner\index.jsx", "JavaScript JSX", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 1, 17, 58
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\pages\api\games\1.js", "JavaScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\pages\api\mail\nodemailer.jsx", "JavaScript JSX", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\pages\api\mail\send.js", "JavaScript", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 48
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\pages\api\other\dataUpdateChecker\index.jsx", "JavaScript JSX", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 5, 15, 60
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\pages\api\other\databaseWhenUpdate\index.jsx", "JavaScript JSX", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 10, 19, 66
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\pages\api\other\generalTopPageBanner\index.jsx", "JavaScript JSX", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 1, 4, 21
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\pages\api\other\slider\index.jsx", "JavaScript JSX", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 1, 5, 22
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\pages\api\test\index.jsx", "JavaScript JSX", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 5, 15
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\postcss.config.js", "JavaScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\prisma\schema.prisma", "Prisma", 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 4, 23, 126
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\public\01. 4. Sınıf Matematik - 1. Ünite -  4-5-6 Basamaklı Sayılar - Test\analytics-frame.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 10, 127
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\public\01. 4. Sınıf Matematik - 1. Ünite -  4-5-6 Basamaklı Sayılar - Test\html5\data\css\output.min.css", "CSS", 0, 0, 0, 795, 0, 0, 0, 0, 0, 0, 0, 1, 796
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\public\01. 4. Sınıf Matematik - 1. Ünite -  4-5-6 Basamaklı Sayılar - Test\html5\data\js\66G97JKGbvi.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\public\01. 4. Sınıf Matematik - 1. Ünite -  4-5-6 Basamaklı Sayılar - Test\html5\data\js\6Al9aoXDwzh.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\public\01. 4. Sınıf Matematik - 1. Ünite -  4-5-6 Basamaklı Sayılar - Test\html5\data\js\6KyPL6FoU7y.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\public\01. 4. Sınıf Matematik - 1. Ünite -  4-5-6 Basamaklı Sayılar - Test\html5\data\js\6XAzJ3dbozj.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\public\01. 4. Sınıf Matematik - 1. Ünite -  4-5-6 Basamaklı Sayılar - Test\html5\data\js\6XrKYZd3fxU.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\public\01. 4. Sınıf Matematik - 1. Ünite -  4-5-6 Basamaklı Sayılar - Test\html5\data\js\6Y16Dzp19W0.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\public\01. 4. Sınıf Matematik - 1. Ünite -  4-5-6 Basamaklı Sayılar - Test\html5\data\js\6ncsAY0Mier.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\public\01. 4. Sınıf Matematik - 1. Ünite -  4-5-6 Basamaklı Sayılar - Test\html5\data\js\data.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\public\01. 4. Sınıf Matematik - 1. Ünite -  4-5-6 Basamaklı Sayılar - Test\html5\data\js\frame.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\public\01. 4. Sınıf Matematik - 1. Ünite -  4-5-6 Basamaklı Sayılar - Test\html5\data\js\paths.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\public\01. 4. Sınıf Matematik - 1. Ünite -  4-5-6 Basamaklı Sayılar - Test\html5\lib\hls\hls.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\public\01. 4. Sınıf Matematik - 1. Ünite -  4-5-6 Basamaklı Sayılar - Test\html5\lib\scripts\bootstrapper.min.js", "JavaScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 32, 1, 38
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\public\01. 4. Sınıf Matematik - 1. Ünite -  4-5-6 Basamaklı Sayılar - Test\html5\lib\scripts\frame.desktop.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\public\01. 4. Sınıf Matematik - 1. Ünite -  4-5-6 Basamaklı Sayılar - Test\html5\lib\scripts\frame.mobile.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 3
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\public\01. 4. Sınıf Matematik - 1. Ünite -  4-5-6 Basamaklı Sayılar - Test\html5\lib\scripts\slides.min.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 15, 1, 18
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\public\01. 4. Sınıf Matematik - 1. Ünite -  4-5-6 Basamaklı Sayılar - Test\html5\lib\stylesheets\desktop.min.css", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\public\01. 4. Sınıf Matematik - 1. Ünite -  4-5-6 Basamaklı Sayılar - Test\html5\lib\stylesheets\mobile.min.css", "CSS", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\public\01. 4. Sınıf Matematik - 1. Ünite -  4-5-6 Basamaklı Sayılar - Test\meta.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\public\01. 4. Sınıf Matematik - 1. Ünite -  4-5-6 Basamaklı Sayılar - Test\story.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 380, 0, 0, 3, 79, 462
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\public\01. 4. Sınıf Matematik - 1. Ünite -  4-5-6 Basamaklı Sayılar - Test\story_content\frame.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 1591, 0, 0, 0, 1591
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\public\01. 4. Sınıf Matematik - 1. Ünite -  4-5-6 Basamaklı Sayılar - Test\story_content\user.js", "JavaScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\redux\stores\index.jsx", "JavaScript JSX", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 4, 11
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\services\auth\register\getAdress.jsx", "JavaScript JSX", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 6, 18
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\services\fetchAPI\index.jsx", "JavaScript JSX", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 7, 17, 62
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\services\serviceOperations\index.jsx", "JavaScript JSX", 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 11, 19, 107
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\styles\global.css", "CSS", 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 12, 90
"c:\Users\Enes\Documents\GitHub\CaliskanAri----Medyanes-360\tailwind.config.js", "JavaScript", 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 13, 5, 93
"Total", "-", 14, 841, 8329, 1792, 382310, 26, 99, 497, 1688, 8, 622, 1937, 398163